Date,Open,High,Low,Close
2023-10-25,307.3,308.17,296.24,296.92
2023-10-26,292.43,292.43,276.97,285.84
2023-10-27,291.92,296.7,290.42,294.15
2023-10-30,296.49,306.71,296.45,300.03
2023-10-31,300.67,301.04,294.28,298.65
2023-11-01,299.22,310.02,299.22,309.14
2023-11-02,314.54,316.04,305.65,308.16
2023-11-03,309.83,312.8,308.31,311.86
2023-11-06,313.23,315.56,311.71,313.05
2023-11-07,314.3,318.21,312.38,316.04
2023-11-08,315.37,318.53,312.14,317.0
2023-11-09,316.64,321.36,316.02,317.76
2023-11-10,317.15,326.24,316.68,325.91
2023-11-13,323.36,329.44,322.86,326.32
2023-11-14,331.63,335.16,330.43,333.38
