Date,Open,High,Low,Close
2022-10-24,144.49,147.48,143.33,146.71
2022-10-25,147.34,149.7,146.62,149.55
2022-10-26,148.19,149.21,145.33,146.61
2022-10-27,145.36,146.32,141.49,142.15
2022-10-28,145.49,154.62,145.11,152.89
2022-10-31,150.35,151.41,149.14,150.53
2022-11-01,152.24,152.6,146.4,147.89
2022-11-02,146.22,149.38,142.34,142.37
2022-11-03,139.46,140.18,136.21,136.34
2022-11-04,139.72,140.29,132.14,136.07
2022-11-07,134.82,136.83,133.41,136.6
2022-11-08,138.07,139.07,135.2,137.17
2022-11-09,136.19,136.24,132.34,132.62
2022-11-10,138.88,144.42,137.17,144.42
2022-11-11,143.39,147.51,141.96,147.2
2022-11-14,146.48,147.77,144.97,145.81
2022-11-15,149.68,151.03,146.08,147.54
2022-11-16,146.64,147.37,144.83,146.31
2022-11-17,143.99,148.95,143.71,148.2
2022-11-18,149.77,150.15,147.47,148.77
2022-11-21,147.65,147.86,145.25,145.54
2022-11-22,145.66,147.91,144.48,147.67
2022-11-23,146.96,149.3,146.85,148.55
2022-11-25,145.83,146.4,144.66,145.64
2022-11-28,142.72,144.19,140.99,141.81
2022-11-29,141.88,142.39,138.01,138.81
2022-11-30,139.04,146.24,138.2,145.56
2022-12-01,145.74,146.64,144.16,145.83
2022-12-02,143.52,145.53,143.22,145.34
2022-12-05,145.3,148.4,143.34,144.18
2022-12-06,144.62,144.84,139.55,140.52
2022-12-07,139.82,140.98,137.66,138.59
2022-12-08,139.98,141.12,138.75,140.27
2022-12-09,139.96,143.14,138.55,139.79
2022-12-12,140.32,142.09,138.71,142.08
2022-12-13,147.01,147.47,141.83,143.04
2022-12-14,142.92,144.21,138.8,140.82
2022-12-15,138.76,139.43,133.76,134.22
2022-12-16,134.41,135.35,131.5,132.27
2022-12-19,132.86,132.94,129.13,130.16
2022-12-20,129.2,131.03,127.72,130.09
2022-12-21,130.76,134.53,130.53,133.19
2022-12-22,132.11,132.31,128.13,130.02
2022-12-23,128.74,130.21,127.48,129.66
2022-12-27,129.19,129.22,126.57,127.86
2022-12-28,127.51,128.84,123.77,123.94
2022-12-29,125.85,128.3,125.6,127.45
2022-12-30,126.27,127.78,125.3,127.76
2023-01-03,128.11,128.72,122.1,122.98
2023-01-04,124.77,126.51,122.99,124.25
2023-01-05,125.01,125.64,122.68,122.93
2023-01-06,123.91,128.12,122.81,127.46
2023-01-09,128.29,131.18,127.72,127.98
2023-01-10,128.09,129.07,125.98,128.55
2023-01-11,129.06,131.28,128.28,131.26
2023-01-12,131.65,132.02,129.25,131.18
2023-01-13,129.83,132.67,129.46,132.51
2023-01-17,132.58,135.0,131.89,133.67
2023-01-18,134.54,136.3,132.78,132.95
2023-01-19,131.84,133.98,131.54,133.01
2023-01-20,133.02,135.72,131.98,135.57
2023-01-23,135.81,140.93,135.6,138.76
2023-01-24,137.97,140.77,137.96,140.15
2023-01-25,138.54,140.05,136.49,139.49
2023-01-26,140.78,141.84,139.53,141.56
2023-01-27,140.77,144.77,140.69,143.49
2023-01-30,142.54,143.12,140.47,140.61
2023-01-31,140.32,141.93,139.91,141.88
2023-02-01,141.57,144.16,138.96,143.0
2023-02-02,146.42,148.66,145.7,148.3
2023-02-03,145.56,154.75,145.36,151.92
2023-02-06,150.02,150.54,148.26,149.2
2023-02-07,148.13,152.64,148.13,152.07
2023-02-08,151.31,152.0,148.65,149.38
2023-02-09,151.21,151.75,147.91,148.35
2023-02-10,147.19,149.04,146.95,148.72
2023-02-13,148.66,151.92,148.63,151.51
2023-02-14,149.81,151.43,148.57,150.87
