Date,Open,High,Low,Close
2023-01-05,220.91,221.25,215.62,216.16
2023-01-06,216.83,219.51,213.28,218.7
2023-01-09,220.18,224.84,220.14,220.83
2023-01-10,221.46,224.91,221.04,222.52
2023-01-11,224.89,229.42,224.71,229.24
2023-01-12,228.75,233.26,227.09,231.91
2023-01-13,230.44,232.74,228.42,232.61
2023-01-17,231.38,234.24,230.53,233.7
2023-01-18,234.88,235.67,229.0,229.28
2023-01-19,227.31,229.0,224.29,225.51
2023-01-20,228.36,234.08,228.02,233.57
2023-01-23,234.43,238.38,233.02,235.87
2023-01-24,235.79,237.2,233.78,235.34
2023-01-25,227.99,236.57,224.51,233.95
2023-01-26,236.91,241.44,235.3,241.14
2023-01-27,242.1,242.91,240.0,241.29
2023-01-30,237.74,238.8,235.5,235.99
2023-01-31,236.71,241.09,236.22,240.95
2023-02-01,241.14,248.12,238.68,245.75
2023-02-02,251.66,257.36,250.13,257.28
2023-02-03,252.36,256.89,249.98,251.2
2023-02-06,250.31,251.15,247.73,249.66
2023-02-07,253.32,261.33,252.88,260.15
2023-02-08,265.64,269.1,258.84,259.35
2023-02-09,266.22,266.4,255.53,256.32
2023-02-10,254.29,256.78,253.44,255.82
2023-02-13,260.23,267.0,259.76,263.81
2023-02-14,265.12,267.36,261.83,264.64
2023-02-15,261.55,263.9,259.46,262.52
2023-02-16,257.35,260.01,255.29,255.53
2023-02-17,252.84,253.52,249.54,251.55
2023-02-21,248.06,249.04,245.24,246.29
2023-02-22,247.68,247.92,244.02,245.16
2023-02-23,249.11,250.36,244.16,248.34
2023-02-24,243.65,244.66,241.84,242.93
2023-02-27,246.09,246.44,243.09,243.84
2023-02-28,242.78,245.14,242.45,243.12
2023-03-01,244.43,244.6,239.58,240.05
2023-03-02,240.33,245.05,239.41,244.77
2023-03-03,245.82,249.17,245.04,248.85
2023-03-06,249.96,253.55,249.52,250.39
2023-03-07,249.83,251.18,246.99,247.73
2023-03-08,247.63,248.11,244.48,247.3
2023-03-09,249.36,253.01,245.23,245.95
2023-03-10,244.74,246.41,241.35,242.31
2023-03-13,241.15,251.4,239.53,247.51
2023-03-14,250.27,254.48,249.4,254.21
2023-03-15,253.42,259.75,252.67,258.74
2023-03-16,258.51,269.58,256.63,269.23
2023-03-17,271.24,276.18,269.34,272.38
2023-03-20,269.99,270.47,263.04,265.36
2023-03-21,267.94,268.06,262.72,266.87
2023-03-22,266.5,273.95,265.31,265.42
2023-03-23,270.92,273.96,268.25,270.65
2023-03-24,270.24,273.55,268.33,273.49
2023-03-27,273.42,274.35,268.56,269.4
2023-03-28,268.83,269.17,265.18,268.28
2023-03-29,271.92,274.04,271.38,273.43
2023-03-30,277.05,277.28,274.37,276.88
2023-03-31,276.57,281.97,275.86,281.02
2023-04-03,279.29,280.99,276.78,279.98
2023-04-04,279.98,283.12,278.46,279.93
2023-04-05,278.63,279.9,275.78,277.16
2023-04-06,276.06,284.71,274.91,284.24
2023-04-10,281.91,282.29,277.52,282.08
2023-04-11,278.54,278.76,274.53,275.69
2023-04-12,277.6,279.76,274.84,276.33
2023-04-13,276.43,282.58,276.02,282.52
2023-04-14,279.75,281.2,276.53,278.92
2023-04-17,282.61,284.24,278.94,281.51
2023-04-18,284.21,284.39,279.76,281.09
2023-04-19,278.77,281.75,277.36,281.17
2023-04-20,278.05,281.73,277.88,278.89
2023-04-21,277.81,279.04,275.91,278.55
2023-04-24,274.97,277.76,271.68,274.66
2023-04-25,272.45,274.49,268.42,268.47
2023-04-26,289.21,292.01,285.34,287.91
2023-04-27,288.5,297.5,287.8,297.13
2023-04-28,296.34,301.13,295.65,299.5
2023-05-01,299.22,300.81,297.45,297.85
2023-05-02,299.99,301.37,296.24,297.7
2023-05-03,298.88,300.82,296.41,296.72
2023-05-04,298.51,299.99,295.74,297.7
2023-05-05,298.0,304.09,296.59,302.81
2023-05-08,302.3,302.37,298.36,300.86
2023-05-09,300.22,302.21,298.58,299.25
2023-05-10,300.83,305.1,299.9,304.43
2023-05-11,302.27,303.27,298.53,302.28
2023-05-12,302.71,302.81,298.86,301.17
2023-05-15,301.3,302.08,299.82,301.65
2023-05-16,302.01,305.79,302.01,303.87
2023-05-17,305.07,307.16,303.56,306.74
2023-05-18,307.26,311.67,306.47,311.16
2023-05-19,309.42,311.38,309.06,310.98
2023-05-22,311.24,315.13,310.66,313.76
2023-05-23,312.63,315.26,307.96,307.97
2023-05-24,307.46,309.18,305.38,306.6
2023-05-25,315.77,319.34,312.6,318.39
2023-05-26,316.53,325.69,316.39,325.2
2023-05-30,327.48,327.98,322.88,323.55
2023-05-31,324.61,328.17,319.76,320.8
2023-06-01,318.4,325.82,317.21,324.89
2023-06-02,326.52,329.7,324.86,327.65
2023-06-05,327.47,330.73,326.92,328.18
2023-06-06,327.58,327.62,324.49,325.97
2023-06-07,323.98,326.76,315.05,315.91
2023-06-08,316.45,319.09,315.88,317.74
2023-06-09,317.48,322.36,316.91,319.24
2023-06-12,320.99,324.42,317.64,324.18
2023-06-13,326.74,329.19,322.75,326.56
2023-06-14,326.61,331.2,325.12,329.54
2023-06-15,329.68,341.75,329.41,340.05
2023-06-16,343.2,343.35,334.05,334.42
2023-06-20,331.47,334.17,328.1,330.24
2023-06-21,328.59,329.92,324.39,325.85
2023-06-22,326.4,332.26,325.64,331.86
2023-06-23,326.63,330.15,325.74,327.28
2023-06-26,326.01,328.34,320.9,321.0
2023-06-27,324.19,328.38,321.69,326.84
2023-06-28,326.92,330.17,326.09,328.09
2023-06-29,326.97,328.34,324.93,327.31
2023-06-30,329.94,334.81,329.41,332.67
2023-07-03,331.35,333.02,328.79,330.18
2023-07-05,327.34,333.75,326.99,330.33
2023-07-06,329.5,335.06,327.75,333.38
2023-07-07,331.48,333.89,329.21,329.43
2023-07-10,326.87,327.48,320.02,324.16
2023-07-11,323.41,325.17,319.44,324.79
2023-07-12,328.82,333.75,327.91,329.41
2023-07-13,331.71,335.79,331.18,334.74
2023-07-14,339.56,343.31,336.35,337.26
2023-07-17,337.69,338.97,334.29,337.74
2023-07-18,337.84,358.3,334.26,351.18
2023-07-19,353.39,354.08,344.29,346.87
2023-07-20,345.4,349.7,337.39,338.85
2023-07-21,341.08,342.2,331.98,335.82
2023-07-24,337.86,338.9,334.4,337.13
2023-07-25,339.09,343.76,337.09,342.87
2023-07-26,333.55,336.7,325.41,329.96
2023-07-27,332.61,333.44,321.44,323.08
2023-07-28,325.96,332.15,325.47,330.55
2023-07-31,329.13,329.89,325.65,328.16
2023-08-01,327.44,330.71,325.99,328.57
2023-08-02,325.92,325.92,318.82,319.93
2023-08-03,318.46,322.26,318.42,319.11
2023-08-04,324.21,327.39,319.68,320.2
2023-08-07,320.78,323.46,319.95,322.48
2023-08-08,319.4,321.15,315.53,318.51
2023-08-09,318.92,319.55,313.63,314.78
2023-08-10,318.48,320.67,313.76,315.47
2023-08-11,312.86,314.96,311.83,313.59
2023-08-14,313.96,316.57,312.68,316.55
2023-08-15,315.53,317.58,313.48,314.42
2023-08-16,314.05,317.59,313.07,313.66
2023-08-17,313.79,315.1,309.55,310.21
2023-08-18,307.87,311.68,304.99,309.82
